,index,Unnamed: 0,Preliminary Risk Category,Neighborhood,Address,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,lattitude,longitude
918,923,923,Medium Risk,Queen Anne,1305 Queen Anne Ave N,1928,3,Permitted Retrofit,Residential,11-100,Google Street View,47.6305979,-122.3568834
919,924,924,High Risk,Queen Anne,1309 Dexter Ave N,1927,4,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.6308652,-122.3425281
920,925,925,Medium Risk,Queen Anne,14 Boston St,1922,1,No visible retrofit,Commercial,10-Jan,Google Street View,34.181846,-118.12733100000001
921,926,926,Medium Risk,Queen Anne,1401 5th Ave W,1895,4,Permitted Retrofit,Residential,11-100,Permit Drawing Review,47.631806700000006,-122.36391440000001
922,927,927,High Risk,Queen Anne,1428 Queen Anne Ave N,1930,4,No visible retrofit,Commercial/Residential,101+,Google Street View,47.63218679999999,-122.3564178
923,928,928,Medium Risk,Queen Anne,15 Nickerson St,1919,1,Substantial Alteration,Commercial,11-100,Permit Drawing Review,47.6493282,-122.3570149
924,929,929,Medium Risk,Queen Anne,1506 Queen Anne Ave N,1924,1,No visible retrofit,Commercial,10-Jan,Google Street View,47.632683,-122.3566961
925,930,930,Medium Risk,Queen Anne,1530 Queen Anne Ave N,1920,3,No visible retrofit,Commercial,101+,Google Street View,47.633247,-122.356595
926,931,931,Medium Risk,Queen Anne,1530 Westlake Ave N,1923,2,Visible retrofit,Other Mixed Uses,11-100,Google Street View,47.6332277,-122.340065
927,932,932,High Risk,Queen Anne,1608 4th Ave W,1905,2,No visible retrofit,Public Assembly,101+,Field Visit,47.633987,-122.3620374
928,933,933,Medium Risk,Queen Anne,1735 Westlake Ave N,1934,2,No visible retrofit,Commercial/Office,11-100,Google Street View,47.6346729,-122.34067009999998
929,934,934,Medium Risk,Queen Anne,1820 Queen Anne Ave N,1927,2,Permitted Retrofit,Commercial,101+,Google Street View,47.635348,-122.356571
930,935,935,Medium Risk,Queen Anne,1821 10th Ave W,1929,1,Visible retrofit,Office,11-100,Google Street View-Rosettes,36.778261,-119.4179324
931,936,936,Medium Risk,Queen Anne,1829 10th Ave W,1928,1,No visible retrofit,Office,11-100,Google Street View,34.131223999999996,-118.01364540000002
932,937,937,Medium Risk,Queen Anne,201 Galer St,1908,4,Permitted Retrofit,Residential,101+,Permit Drawing Review,47.631957899999996,-122.35202949999999
933,938,938,Medium Risk,Queen Anne,209 W Olympic Pl,1925,4,No visible retrofit,Residential,11-100,Google Street View,34.0410295,-118.25755659999999
934,939,939,High Risk,Queen Anne,2125 Queen Anne Ave N,1929,1,No visible retrofit,Public Assembly,101+,Sandborn Insurance Maps,47.6379381,-122.3573138
935,940,940,Medium Risk,Queen Anne,2128 Queen Anne Ave N,1933,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6382644,-122.3567966
936,941,941,Medium Risk,Queen Anne,2129 Queen Anne Ave N,1910,1,No visible retrofit,Commercial,11-100,Sandborn Insurance Maps,47.6380685,-122.3570943
937,942,942,Medium Risk,Queen Anne,2135 Queen Anne Ave N,1947,1,No visible retrofit,Commercial,11-100,Google Street View,47.638251200000006,-122.3571676
938,943,943,Medium Risk,Queen Anne,2201 Queen Anne Ave N,1911,1,No visible retrofit,Commercial,11-100,Field Visit,47.638550200000005,-122.35720490000001
939,944,944,Medium Risk,Queen Anne,2205 Queen Anne Ave N,1928,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,47.638656,-122.35711299999998
940,945,945,Medium Risk,Queen Anne,2215 Queen Anne Ave N,1922,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.638959,-122.3573218
941,946,946,High Risk,Queen Anne,25 W Highland Dr,1926,5,No visible retrofit,Residential,11-100,Google Street View,47.629329799999994,-122.3576446
942,947,947,Medium Risk,Queen Anne,25 W Roy St,1914,5,No visible retrofit,Residential,101+,Google Street View,47.6255612,-122.3577102
943,948,948,Medium Risk,Queen Anne,2553 Westlake Ave N,1925,1,No visible retrofit,Industrial,10-Jan,Google Street View,47.6435327,-122.34467430000001
944,949,949,High Risk,Queen Anne,2555 8th Ave W,1926,1,No visible retrofit,Public Assembly,101+,Permit Drawing Review,47.6423097,-122.36796299999999
945,950,950,Medium Risk,Queen Anne,2555 Westlake Ave N,1926,2,Substantial Alteration,Other Mixed Uses,11-100,Google Street View,47.643642799999995,-122.34479259999999
946,951,951,Critical Risk,Queen Anne,2919 1st Ave W,1914,1,Substantial Alteration,Schools,101+,Permit Drawing Review,47.646240999999996,-122.3589301
947,952,952,Critical Risk,Queen Anne,3 W Cremora St,1925,1,Permitted Retrofit,Schools,11-100,Permit Drawing Review,34.1772032,-118.77905439999999
948,953,953,Medium Risk,Queen Anne,303 Nickerson St,1920,1,No visible retrofit,Office,10-Jan,Sandborn Insurance Maps,47.6465781,-122.35114320000001
949,954,954,Medium Risk,Queen Anne,307 Nickerson St,1922,2,No visible retrofit,Commercial,11-100,Sandborn Insurance Maps,47.6464968,-122.35109540000002
950,955,955,Medium Risk,Queen Anne,312 W Republican St,1928,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.6235135,-122.36115530000001
951,956,956,Medium Risk,Queen Anne,319 Nickerson St,1918,1,Visible retrofit,Commercial,11-100,Field Visit,47.6463414,-122.3508908
952,957,957,Critical Risk,Queen Anne,3307 3rd Ave W,1891,4,Substantial Alteration,Schools,101+,Google Street View,47.6495805,-122.3615366
953,958,958,Critical Risk,Queen Anne,3307 3rd Ave W,1940,2,No visible retrofit,Schools,101+,Google Street View,47.6495805,-122.3615366
954,959,959,Medium Risk,Queen Anne,401 Queen Anne Ave N,1919,1,No visible retrofit,Office,11-100,Permit Drawing Review,47.622445,-122.357105
955,960,960,Medium Risk,Queen Anne,405 Prospect St,1930,4,Permitted Retrofit,Residential,11-100,Google Street View,36.9247714,-121.7564746
956,961,961,Medium Risk,Queen Anne,421 W Roy St,1930,5,No visible retrofit,Residential,11-100,Google Street View,47.62561420000001,-122.3629726
957,962,962,Medium Risk,Queen Anne,1529 4th Ave W,1921,3,No visible retrofit,Industrial,11-100,Google Street View,47.633330900000004,-122.36288529999999
958,963,963,Medium Risk,Queen Anne,406 W Garfield St,1913,2,Visible retrofit,Government,11-100,Google Street View,34.135146,-118.26108329999998
959,964,964,High Risk,Queen Anne,509 Queen Anne Ave N,1926,2,No visible retrofit,Public Assembly,101+,Google Street View,47.623531,-122.357096
960,965,965,Medium Risk,Queen Anne,513 Queen Anne Ave N,1926,1,No visible retrofit,Commercial,11-100,Field Visit,47.623740500000004,-122.35711869999999
961,966,966,Medium Risk,Queen Anne,522 Queen Anne Ave N,1930,1,Visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6239925,-122.3564183
962,967,967,Medium Risk,Queen Anne,526 Queen Anne Ave N,1923,1,No visible retrofit,Commercial,11-100,Field Visit,47.6240982,-122.35643799999998
963,968,968,Medium Risk,Queen Anne,530 Queen Anne Ave N,1929,1,Substantial Alteration,Commercial,11-100,Photos from Previous Surveys,47.6242993,-122.3565301
964,969,969,Medium Risk,Queen Anne,600 Queen Anne Ave N,1918,3,No visible retrofit,Commercial/Residential,101+,Google Street View,47.625023999999996,-122.3564419
965,970,970,High Risk,Queen Anne,601 Queen Anne Ave N,1925,1,No visible retrofit,Public Assembly,101+,Permit Drawing Review,47.624784399999996,-122.3569217
966,971,971,High Risk,Queen Anne,602 Valley St,1928,2,No visible retrofit,Public Assembly,101+,Google Street View,34.1400424,-117.9920604
967,972,972,Medium Risk,Queen Anne,621 W Galer St,1917,4,No visible retrofit,Residential,11-100,Google Street View,47.6321811,-122.3653752
968,973,973,Medium Risk,Queen Anne,621 W McGraw St,1926,1,No visible retrofit,Commercial,11-100,Field Visit,47.639413299999994,-122.3658761
969,974,974,Medium Risk,Queen Anne,7 Harrison St,1908,4,No visible retrofit,Residential,11-100,Photos from Previous Surveys,47.6219298,-122.3563915
970,975,975,Medium Risk,Queen Anne,706 Taylor Ave N,1920,1,No visible retrofit,Commercial,11-100,Google Street View,35.870729,-118.638972
971,977,977,Medium Risk,Queen Anne,710 Taylor Ave N,1920,1,No visible retrofit,Commercial,10-Jan,Photos from Previous Surveys,37.5979157,-122.3988747
972,978,978,Medium Risk,Queen Anne,721 9th Ave N,1922,1,Visible retrofit,Commercial,101+,Google Street View,32.7128043,-117.1563003
973,979,979,Medium Risk,Queen Anne,731 Westlake Ave N,1921,2,No visible retrofit,Commercial,101+,Field Visit,47.626302700000004,-122.3394153
974,980,980,Critical Risk,Queen Anne,411 Boston St,1922,1,Substantial Alteration,Schools,101+,Google Street View,34.0859636,-117.72052649999999
975,981,981,Medium Risk,Queen Anne,822 Queen Anne Ave N,1915,4,No visible retrofit,Residential,11-100,Permit Drawing Review,47.62691160000001,-122.3563487
976,982,982,Medium Risk,Queen Anne,823 5th Ave N,1900,1,No visible retrofit,Commercial,11-100,Google Street View,37.5675783,-122.3162656
977,983,983,Medium Risk,Queen Anne,900 Broad St,1941,1,No visible retrofit,Commercial,11-100,Google Street View,40.732427,-74.173406
978,984,984,Medium Risk,Queen Anne,900 Queen Anne Ave N,1929,5,No visible retrofit,Residential,11-100,Field Visit,47.627491,-122.356311
979,985,985,Medium Risk,Queen Anne,916 Queen Anne Ave N,1909,5,Substantial Alteration,Residential,11-100,Permit Drawing Review,47.6278344,-122.35631699999999
980,986,986,Medium Risk,Queen Anne,371 Ward St,1912,1,No visible retrofit,Government,10-Jan,Sandborn Insurance Maps,39.516828600000004,-121.48643770000001
981,987,987,Critical Risk,Rainier Beach,4525 S Cloverdale St,1924,2,Permitted Retrofit,Schools,101+,Photos (Rosettes) from Previous Surveys,47.524971,-122.27473799999999
982,988,988,Critical Risk,Rainier Beach,9709 60th Ave S,1909,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.5147059,-122.25882800000001
983,989,989,Medium Risk,Rainier Beach,9220 Renton Ave S,1926,2,No visible retrofit,Other Mixed Uses,11-100,Permit Drawing Review,47.5207282,-122.2732952
984,991,991,Medium Risk,Ravenna/Bryant,2111 NE 47th St,1921,3,No visible retrofit,Residential,11-100,Permit Drawing Review,47.6628244,-122.3049965
985,992,992,Medium Risk,Ravenna/Bryant,2611 NE 55th St,1923,1,No visible retrofit,Commercial,10-Jan,Google Street View,47.6683037,-122.2988753
986,993,993,Medium Risk,Ravenna/Bryant,2725 NE 55th St,1926,1,No visible retrofit,Commercial,10-Jan,Google Street View,47.668422799999995,-122.29748000000001
987,994,994,Medium Risk,Ravenna/Bryant,2814 NE 55th St,1925,1,No visible retrofit,Residential,10-Jan,Google Street View,47.668692799999995,-122.2965496
988,995,995,Medium Risk,Ravenna/Bryant,2818 NE 55th St,1924,1,No visible retrofit,Commercial,11-100,Google Street View,47.6686956,-122.2964047
989,996,996,Medium Risk,Ravenna/Bryant,2906 NE 55th St,1930,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,47.6687189,-122.29574850000002
990,997,997,Medium Risk,Ravenna/Bryant,3412 NE 65th St,1945,1,No visible retrofit,Public Assembly,11-100,White Card Permit Records,47.675918200000005,-122.2908817
991,998,998,Medium Risk,Ravenna/Bryant,4600 22nd Ave NE,1927,3,No visible retrofit,Residential,11-100,White Card Permit Records,47.6620064,-122.30408259999999
992,999,999,High Risk,Ravenna/Bryant,5801 Sand Point Way NE,0,3,No visible retrofit,Public Assembly,101+,Permit Drawing Review,47.6710695,-122.27067029999999
993,1000,1000,High Risk,Ravenna/Bryant,6215 33rd Ave NE,1930,2,No visible retrofit,Public Assembly,101+,Field Visit,47.6744865,-122.29252199999999
994,1001,1001,Critical Risk,Ravenna/Bryant,6220 32nd Ave NE,1949,1,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.6748938,-122.2927737
995,1002,1002,Medium Risk,Ravenna/Bryant,6545 Ravenna Ave NE,1911,4,Permitted Retrofit,Commercial/Residential,11-100,Google Street View,47.677265000000006,-122.30447790000001
996,1003,1003,Medium Risk,Ravenna/Bryant,8000 Lake City Way NE,1941,1,No visible retrofit,Commercial,10-Jan,Photos from Previous Surveys,47.6867989,-122.31277859999999
997,1004,1004,Medium Risk,Ravenna/Bryant,8014 15th Ave NE,1926,1,No visible retrofit,Commercial,101+,Photos from Previous Surveys,47.6871334,-122.31196170000001
998,1005,1005,High Risk,Ravenna/Bryant,8208 18th Ave NE,1946,2,Permitted Retrofit,Public Assembly,101+,Google Street View,47.6889958,-122.3086395
999,1006,1006,Medium Risk,Ravenna/Bryant,7200 12th Ave NE,1930,1,No visible retrofit,Government,10-Jan,Photos from Previous Surveys,47.681601,-122.313597
1000,1007,1007,Critical Risk,Roxhill/Westwood,7740 34th Ave SW,1926,2,Substantial Alteration,Schools,101+,Permit Drawing Review,47.5327784,-122.3747386
1001,1008,1008,Medium Risk,Roxhill/Westwood,9229 16th Ave SW,0,1,No visible retrofit,Commercial,10-Jan,Google Street View,50.97124470000001,-114.1010642
1002,1009,1009,Medium Risk,Roxhill/Westwood,9434 Delridge Way SW,1926,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.5182951,-122.3555382
1003,1010,1010,Medium Risk,Roxhill/Westwood,9643 20th Ave SW,1949,2,No visible retrofit,Residential,11-100,Google Street View,47.516773,-122.35959199999999
1004,1011,1011,High Risk,Seward Park,6701 51st Ave S,1927,2,No visible retrofit,Public Assembly,101+,Field Visit,36.778261,-119.4179324
1005,1012,1012,Medium Risk,Seward Park,7621 Rainier Ave S,1920,1,No visible retrofit,Residential,11-100,Photos from Previous Surveys,47.533947,-122.2702639
1006,1013,1013,Medium Risk,South Beacon Hill/New Holly,7762 Beacon Ave S,1935,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.5326576,-122.2884074
1007,1014,1014,Medium Risk,South Park,8201 10th Ave S,1919,1,Permitted Retrofit,Government,101+,Google Street View,47.529615299999996,-122.320528
1008,1015,1015,Critical Risk,South Park,723 S Concord St,1909,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.5235924,-122.3244432
1009,1016,1016,Medium Risk,South Park,8520 14th Ave S,1936,1,No visible retrofit,Commercial,10-Jan,Sandborn Insurance Maps,47.526739899999995,-122.31456399999999
1010,1017,1017,Medium Risk,South Park,8601 8th Ave S,1905,2,No visible retrofit,Commercial/Residential,10-Jan,Google Street View,47.526320399999996,-122.32318559999999
1011,1018,1018,Medium Risk,Sunset Hill/Loyal Heights,2406 NW 54th St,1930,1,No visible retrofit,Office,11-100,Google Street View,47.668192299999994,-122.38832020000001
1012,1019,1019,Medium Risk,Sunset Hill/Loyal Heights,8498 Seaview Pl NW,1930,1,Permitted Retrofit,Public Assembly,11-100,Field Visit,47.691751700000005,-122.4030912
1013,1020,1020,High Risk,Sunset Hill/Loyal Heights,3014 NW 67th St,1907,2,No visible retrofit,Public Assembly,101+,Google Street View,47.6776805,-122.396193
1014,1021,1021,Medium Risk,Sunset Hill/Loyal Heights,5300 26th Ave NW,1910,1,No visible retrofit,Industrial,10-Jan,Field Visit,47.6849633,-122.3897592
1015,1022,1022,Medium Risk,Sunset Hill/Loyal Heights,5903 24th Ave NW,1913,1,No visible retrofit,Commercial,11-100,Google Street View,47.6718295,-122.3878952
1016,1023,1023,Medium Risk,Sunset Hill/Loyal Heights,6301 24th Ave NW,1928,1,No visible retrofit,Commercial,11-100,Google Street View,47.674688399999994,-122.38788290000001
1017,1024,1024,Medium Risk,Univ Dist,1115 NE 43rd St,1929,3,No visible retrofit,Residential,11-100,Google Street View,47.6596386,-122.31592009999999
1018,1025,1025,Medium Risk,Univ Dist,1119 NE 43rd St,1929,3,No visible retrofit,Residential,11-100,Google Street View,47.6596275,-122.3156832
1019,1026,1026,Medium Risk,Univ Dist,1304 NE 42nd St,1924,3,No visible retrofit,Residential,11-100,Field Visit,47.658515,-122.31400900000001
1020,1027,1027,Medium Risk,Univ Dist,1915 NE Chelan Ln,1947,3,No visible retrofit,Public Assembly,11-100,University of Washington Facilities List,47.6585016,-122.30645030000001
1021,1028,1028,Critical Risk,Univ Dist,4105 Memorial Way NE,1902,4,Permitted Retrofit,Schools,101+,University of Washington Daily--Online,36.778261,-119.4179324
1022,1029,1029,Critical Risk,Univ Dist,2034 NE Skagit Ln,1948,4,No visible retrofit,Schools,101+,University of Washington Facilities List,41.4925374,-99.9018131
1023,1030,1030,Critical Risk,Univ Dist,2103 NE Skagit Ln,1896,4,Substantial Alteration,Schools,101+,Permit Drawing Review,41.4925374,-99.9018131
1024,1031,1031,Critical Risk,Univ Dist,4276 E Stevens Way NE,1926,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.65354620000001,-122.3047178
1025,1032,1032,Critical Risk,Univ Dist,4182 E Stevens Way NE,1896,4,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.65354620000001,-122.3047178
1026,1033,1033,Critical Risk,Univ Dist,1417 NE 42nd St,1922,3,No visible retrofit,Schools,101+,Google Street View,47.6581027,-122.3123503
1027,1034,1034,Critical Risk,Univ Dist,4216 Memorial Way NE,1895,3,Substantial Alteration,Schools,101+,Permit Drawing Review,36.778261,-119.4179324
1028,1035,1035,Medium Risk,Univ Dist,4105 Brooklyn Ave NE,1927,4,No visible retrofit,Residential,11-100,Google Street View,47.6569888,-122.31474240000001
1029,1036,1036,Critical Risk,Univ Dist,4324 Memorial Way NE,1894,1,No visible retrofit,Schools,11-100,University of Washington Facilities List,36.778261,-119.4179324
1030,1037,1037,Medium Risk,Univ Dist,4133 University Way NE,1920,1,No visible retrofit,Commercial,11-100,Google Street View,47.6578567,-122.31361880000001
1031,1038,1038,Medium Risk,Univ Dist,4134 11th Ave NE,1926,1,Permitted Retrofit,Residential,11-100,Permit Drawing Review,47.657929100000004,-122.31638240000001
1032,1039,1039,Medium Risk,Univ Dist,4137 University Way NE,1908,3,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.657965000000004,-122.31349309999999
1033,1040,1040,Medium Risk,Univ Dist,4145 University Way NE,1927,1,Visible retrofit,Commercial,101+,Google Street View,47.6581519,-122.3133925
1034,1041,1041,Medium Risk,Univ Dist,4000 University Way NE,1908,4,No visible retrofit,Commercial/Residential,101+,Google Street View,47.66162,-122.31329270000002
1035,1042,1042,Medium Risk,Univ Dist,4200 University Way NE,1916,3,No visible retrofit,Commercial/Residential,101+,Google Street View,47.6584485,-122.3129887
1036,1043,1043,Medium Risk,Univ Dist,4203 Brooklyn Ave NE,1925,4,No visible retrofit,Residential,11-100,Google Street View,47.6584869,-122.31467920000001
1037,1044,1044,Medium Risk,Univ Dist,4209 University Way NE,1923,2,No visible retrofit,Commercial,101+,Google Street View,47.658674600000005,-122.3135183
1038,1045,1045,Medium Risk,Univ Dist,4214 Roosevelt Way NE,1924,1,No visible retrofit,Commercial,101+,Google Street View,47.6587773,-122.31743829999999
1039,1046,1046,Medium Risk,Univ Dist,3900 Jefferson Rd NE,1938,2,Permitted Retrofit,Industrial,10-Jan,University of Washington Facilities List,40.8042708,-81.50126929999999
1040,1047,1047,Medium Risk,Univ Dist,4216 University Way NE,1914,2,No visible retrofit,Commercial,101+,Google Street View,47.6588898,-122.31286429999999
1041,1048,1048,Medium Risk,Univ Dist,4217 University Way NE,1941,1,No visible retrofit,Commercial,101+,Google Street View,47.658867,-122.31338999999998
1042,1049,1049,Medium Risk,Univ Dist,4235 Brooklyn Ave NE,1928,3,No visible retrofit,Residential,11-100,Field Visit,47.659403499999996,-122.3146935
1043,1050,1050,Medium Risk,Univ Dist,4235 University Way NE,1922,1,No visible retrofit,Commercial,11-100,Google Street View,47.6593576,-122.3134108
1044,1051,1051,Medium Risk,Univ Dist,4247 University Way NE,1921,1,No visible retrofit,Commercial,101+,Google Street View,47.659671200000005,-122.3133757
1045,1052,1052,Medium Risk,Univ Dist,3920 Jefferson Rd NE,1929,2,No visible retrofit,Industrial,10-Jan,University of Washington Facilities List,40.8042708,-81.50126929999999
1046,1053,1053,Medium Risk,Univ Dist,4306 University Way NE,1923,1,No visible retrofit,Commercial,11-100,Google Street View,47.66004279999999,-122.3128317
1047,1054,1054,Medium Risk,Univ Dist,4315 University Way NE,1900,3,Visible retrofit,Commercial,101+,Google Street View,47.6603049,-122.313464
1048,1055,1055,Medium Risk,Univ Dist,4321 University Way NE,1919,2,No visible retrofit,Commercial,101+,Google Street View,47.6604843,-122.31350649999999
1049,1056,1056,Critical Risk,Univ Dist,4045 University Way NE,1931,1,Substantial Alteration,Schools,101+,University of Washington Facilities List,47.656646,-122.3135602
1050,1057,1057,Medium Risk,Univ Dist,4325 University Way NE,1924,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6605934,-122.31363909999999
1051,1058,1058,High Risk,Univ Dist,4329 University Way NE,1921,2,No visible retrofit,Public Assembly,101+,Google Street View,47.660711,-122.3135348
1052,1059,1059,Medium Risk,Univ Dist,4336 University Way NE,1900,3,No visible retrofit,Commercial,11-100,Google Street View,47.660817,-122.3129949
1053,1060,1060,Medium Risk,Univ Dist,4338 University Way NE,1909,3,No visible retrofit,Commercial,101+,Google Street View,47.660889700000006,-122.31282990000001
1054,1061,1061,Medium Risk,Univ Dist,4341 University Way NE,1912,2,No visible retrofit,Commercial/Office,11-100,Photos from Previous Surveys,47.661012,-122.31343100000001
1055,1062,1062,Medium Risk,Univ Dist,4346 University Way NE,1909,4,Permitted Retrofit,Commercial/Residential,101+,Google Street View,47.6611154,-122.31288310000001
1056,1063,1063,Medium Risk,Univ Dist,4503 17th Ave NE,1929,3,No visible retrofit,Residential,11-100,Google Street View,47.661461100000004,-122.3099368
1057,1064,1064,Medium Risk,Univ Dist,4506 17th Ave NE,1925,3,Visible retrofit,Residential,11-100,Google Street View,47.6615552,-122.30915279999999
1058,1065,1065,Medium Risk,Univ Dist,4508 University Way NE,1925,2,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6616111,-122.31274099999999
1059,1066,1066,Medium Risk,Univ Dist,4509 University Way NE,1916,3,Visible retrofit,Commercial/Residential,11-100,Field Visit,47.66162,-122.31329270000002
1060,1067,1067,Medium Risk,Univ Dist,4515 University Way NE,1928,3,Permitted Retrofit,Commercial/Office,101+,Photos from Previous Surveys,47.661767299999994,-122.31340349999999
1061,1068,1068,Medium Risk,Univ Dist,4516 University Way NE,1925,2,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6616347,-122.3127787
1062,1069,1069,Medium Risk,Univ Dist,4520 University Way NE,1950,3,No visible retrofit,Commercial/Office,101+,Google Street View,47.662015999999994,-122.312922
1063,1070,1070,Medium Risk,Univ Dist,4522 Brooklyn Ave NE,1925,4,No visible retrofit,Residential,101+,Google Street View,47.6619574,-122.31393100000001
1064,1071,1071,Medium Risk,Univ Dist,4523 University Way NE,1924,2,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6619686,-122.31335130000001
1065,1072,1072,Medium Risk,Univ Dist,4525 University Way NE,1914,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6620243,-122.31321409999998
1066,1073,1073,Medium Risk,Univ Dist,4529 17th Ave NE,1922,3,No visible retrofit,Residential,11-100,Google Street View,47.6621576,-122.31002930000001
1067,1074,1074,Medium Risk,Univ Dist,4530 University Way NE,1926,2,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6622301,-122.312793
1068,1075,1075,Medium Risk,Univ Dist,4534 University Way NE,1927,2,No visible retrofit,Commercial/Office,101+,Google Street View,47.66235,-122.312779
1069,1076,1076,Medium Risk,Univ Dist,4544 University Way NE,1924,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.662598200000005,-122.31276170000001
1070,1077,1077,Medium Risk,Univ Dist,4549 18th Ave NE,1926,3,No visible retrofit,Residential,11-100,Google Street View,47.6627404,-122.30865459999998
1071,1078,1078,High Risk,Univ Dist,4554 12th Ave NE,1938,3,No visible retrofit,Public Assembly,101+,Google Street View,47.6628241,-122.3149206
1072,1079,1079,Medium Risk,Univ Dist,4554 19th Ave NE,1920,3,No visible retrofit,Residential,11-100,Google Street View,47.6627597,-122.306824
1073,1080,1080,Medium Risk,Univ Dist,4555 15th Ave NE,1928,3,No visible retrofit,Residential,11-100,Google Street View,47.6628965,-122.3122997
1074,1081,1081,Medium Risk,Univ Dist,4557 University Way NE,1919,4,No visible retrofit,Commercial/Residential,101+,Google Street View,47.663082700000004,-122.3135011
1075,1082,1082,Medium Risk,Univ Dist,4710 University Way NE,1923,7,Permitted Retrofit,Commercial/Residential,101+,Google Street View,47.6633764,-122.312603
1076,1083,1083,Medium Risk,Univ Dist,4733 University Way NE,1909,1,Substantial Alteration,Commercial,11-100,Permit Drawing Review,47.664082,-122.3132689
1077,1084,1084,Medium Risk,Univ Dist,4736 University Way NE,1929,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.664192299999996,-122.31288300000001
1078,1085,1085,High Risk,Univ Dist,4740 17th Ave NE,1920,2,No visible retrofit,Public Assembly,101+,Google Street View,47.6646838,-122.3090825
1079,1086,1086,High Risk,Univ Dist,4743 University Way NE,1930,2,Permitted Retrofit,Public Assembly,101+,Google Street View,47.664300700000005,-122.3133673
1080,1087,1087,Medium Risk,Univ Dist,4747 University Way NE,1921,1,No visible retrofit,Commercial,11-100,Sandborn Insurance Maps,47.664437799999995,-122.3133342
1081,1088,1088,High Risk,Univ Dist,4759 15th Ave NE,1927,2,No visible retrofit,Public Assembly,101+,Google Street View,47.6647069,-122.31216940000002
1082,1089,1089,Medium Risk,Univ Dist,5003 15th Ave NE,1926,4,No visible retrofit,Residential,11-100,Google Street View,47.66508220000001,-122.31228390000001
1083,1090,1090,High Risk,Univ Dist,5009 Roosevelt Way NE,1909,1,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,47.6652349,-122.317947
1084,1091,1091,Medium Risk,Univ Dist,5201 University Way NE,1928,1,No visible retrofit,Commercial,101+,Sandborn Insurance Maps,47.6667388,-122.3135115
1085,1092,1092,Critical Risk,Univ Dist,5601 University Way NE,1925,1,Permitted Retrofit,Schools,101+,Google Street View,47.66162,-122.31329270000002
1086,1093,1093,Medium Risk,Univ Dist,5649 University Way NE,1925,1,No visible retrofit,Commercial,11-100,White Card Permit Records,47.670811,-122.31330390000001
1087,1094,1094,Medium Risk,Univ Dist,5810 Cowen Pl NE,1928,4,No visible retrofit,Residential,11-100,Permit Drawing Review,47.6713619,-122.31237079999998
1088,1095,1095,Medium Risk,Univ Dist,6300 Roosevelt Way NE,1930,1,No visible retrofit,Commercial/Residential,11-100,Sandborn Insurance Maps,47.674274100000005,-122.31707309999999
1089,1096,1096,Medium Risk,Wallingford,1307 N 46th St,1924,1,No visible retrofit,Commercial,11-100,Google Street View,47.6619772,-122.3416828
1090,1097,1097,Medium Risk,Wallingford,1701 N 45th St,1925,3,Permitted Retrofit,Commercial/Residential,11-100,Permit Drawing Review,47.6611717,-122.3371685
1091,1098,1098,Medium Risk,Wallingford,1723 N 45th St,1926,2,No visible retrofit,Commercial/Residential,101+,Google Street View,47.661233,-122.33642990000001
1092,1099,1099,Medium Risk,Wallingford,1820 N 45th St,1922,1,Visible retrofit,Commercial,11-100,Google Street View,47.661604700000005,-122.33545459999999
1093,1100,1100,Medium Risk,Wallingford,1912 N 45th St,1923,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.66164929999999,-122.334769
1094,1101,1101,Medium Risk,Wallingford,1920 N 45th St,1927,1,No visible retrofit,Commercial,101+,Photos from Previous Surveys,47.6615239,-122.33415169999999
1095,1102,1102,Medium Risk,Wallingford,2104 N 45th St,1929,1,Substantial Alteration,Commercial,11-100,Google Street View,47.6616055,-122.33335430000001
1096,1103,1103,High Risk,Wallingford,2115 N 45th St,1920,1,No visible retrofit,Public Assembly,101+,Permit Drawing Review,47.661142,-122.33304740000001
