Preliminary Risk Category,Neighborhood,Address,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,lattitude,longitude
Medium Risk,Univ Dist,1119 NE 43rd St,1929,3,No visible retrofit,Residential,11-100,Google Street View,47.6596275,-122.3156832
Medium Risk,Univ Dist,1304 NE 42nd St,1924,3,No visible retrofit,Residential,11-100,Field Visit,47.658515,-122.314009
Medium Risk,Univ Dist,1915 NE Chelan Ln,1947,3,No visible retrofit,Public Assembly,11-100,University of Washington Facilities List,47.6585016,-122.3064503
Critical Risk,Univ Dist,4105 Memorial Way NE,1902,4,Permitted Retrofit,Schools,101+,University of Washington Daily--Online,36.778261,-119.4179324
Critical Risk,Univ Dist,2034 NE Skagit Ln,1948,4,No visible retrofit,Schools,101+,University of Washington Facilities List,41.4925374,-99.9018131
Critical Risk,Univ Dist,2103 NE Skagit Ln,1896,4,Substantial Alteration,Schools,101+,Permit Drawing Review,41.4925374,-99.9018131
Critical Risk,Univ Dist,4276 E Stevens Way NE,1926,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.6535462,-122.3047178
Critical Risk,Univ Dist,4182 E Stevens Way NE,1896,4,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.6535462,-122.3047178
Critical Risk,Univ Dist,1417 NE 42nd St,1922,3,No visible retrofit,Schools,101+,Google Street View,47.6581027,-122.3123503
Critical Risk,Univ Dist,4216 Memorial Way NE,1895,3,Substantial Alteration,Schools,101+,Permit Drawing Review,36.778261,-119.4179324
Medium Risk,Univ Dist,4105 Brooklyn Ave NE,1927,4,No visible retrofit,Residential,11-100,Google Street View,47.6569888,-122.3147424
Critical Risk,Univ Dist,4324 Memorial Way NE,1894,1,No visible retrofit,Schools,11-100,University of Washington Facilities List,36.778261,-119.4179324
Medium Risk,Univ Dist,4133 University Way NE,1920,1,No visible retrofit,Commercial,11-100,Google Street View,47.6578567,-122.3136188
Medium Risk,Univ Dist,4134 11th Ave NE,1926,1,Permitted Retrofit,Residential,11-100,Permit Drawing Review,47.6579291,-122.3163824
Medium Risk,Univ Dist,4137 University Way NE,1908,3,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.657965,-122.3134931
Medium Risk,Univ Dist,4145 University Way NE,1927,1,Visible retrofit,Commercial,101+,Google Street View,47.6581519,-122.3133925
Medium Risk,Univ Dist,4000 University Way NE,1908,4,No visible retrofit,Commercial/Residential,101+,Google Street View,47.66162,-122.3132927
Medium Risk,Univ Dist,4200 University Way NE,1916,3,No visible retrofit,Commercial/Residential,101+,Google Street View,47.6584485,-122.3129887
Medium Risk,Univ Dist,4203 Brooklyn Ave NE,1925,4,No visible retrofit,Residential,11-100,Google Street View,47.6584869,-122.3146792
Medium Risk,Univ Dist,4209 University Way NE,1923,2,No visible retrofit,Commercial,101+,Google Street View,47.6586746,-122.3135183
Medium Risk,Univ Dist,4214 Roosevelt Way NE,1924,1,No visible retrofit,Commercial,101+,Google Street View,47.6587773,-122.3174383
Medium Risk,Univ Dist,3900 Jefferson Rd NE,1938,2,Permitted Retrofit,Industrial,10-Jan,University of Washington Facilities List,40.8042708,-81.5012693
Medium Risk,Univ Dist,4216 University Way NE,1914,2,No visible retrofit,Commercial,101+,Google Street View,47.6588898,-122.3128643
Medium Risk,Univ Dist,4217 University Way NE,1941,1,No visible retrofit,Commercial,101+,Google Street View,47.658867,-122.31339
Medium Risk,Univ Dist,4235 Brooklyn Ave NE,1928,3,No visible retrofit,Residential,11-100,Field Visit,47.6594035,-122.3146935
Medium Risk,Univ Dist,4235 University Way NE,1922,1,No visible retrofit,Commercial,11-100,Google Street View,47.6593576,-122.3134108
Medium Risk,Univ Dist,4247 University Way NE,1921,1,No visible retrofit,Commercial,101+,Google Street View,47.6596712,-122.3133757
Medium Risk,Univ Dist,3920 Jefferson Rd NE,1929,2,No visible retrofit,Industrial,10-Jan,University of Washington Facilities List,40.8042708,-81.5012693
Medium Risk,Univ Dist,4306 University Way NE,1923,1,No visible retrofit,Commercial,11-100,Google Street View,47.6600428,-122.3128317
Medium Risk,Univ Dist,4315 University Way NE,1900,3,Visible retrofit,Commercial,101+,Google Street View,47.6603049,-122.313464
Medium Risk,Univ Dist,4321 University Way NE,1919,2,No visible retrofit,Commercial,101+,Google Street View,47.6604843,-122.3135065
Critical Risk,Univ Dist,4045 University Way NE,1931,1,Substantial Alteration,Schools,101+,University of Washington Facilities List,47.656646,-122.3135602
Medium Risk,Univ Dist,4325 University Way NE,1924,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6605934,-122.3136391
High Risk,Univ Dist,4329 University Way NE,1921,2,No visible retrofit,Public Assembly,101+,Google Street View,47.660711,-122.3135348
Medium Risk,Univ Dist,4336 University Way NE,1900,3,No visible retrofit,Commercial,11-100,Google Street View,47.660817,-122.3129949
Medium Risk,Univ Dist,4338 University Way NE,1909,3,No visible retrofit,Commercial,101+,Google Street View,47.6608897,-122.3128299
Medium Risk,Univ Dist,4341 University Way NE,1912,2,No visible retrofit,Commercial/Office,11-100,Photos from Previous Surveys,47.661012,-122.313431
Medium Risk,Univ Dist,4346 University Way NE,1909,4,Permitted Retrofit,Commercial/Residential,101+,Google Street View,47.6611154,-122.3128831
Medium Risk,Univ Dist,4503 17th Ave NE,1929,3,No visible retrofit,Residential,11-100,Google Street View,47.6614611,-122.3099368
Medium Risk,Univ Dist,4506 17th Ave NE,1925,3,Visible retrofit,Residential,11-100,Google Street View,47.6615552,-122.3091528
Medium Risk,Univ Dist,4508 University Way NE,1925,2,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6616111,-122.312741
Medium Risk,Univ Dist,4509 University Way NE,1916,3,Visible retrofit,Commercial/Residential,11-100,Field Visit,47.66162,-122.3132927
Medium Risk,Univ Dist,4515 University Way NE,1928,3,Permitted Retrofit,Commercial/Office,101+,Photos from Previous Surveys,47.6617673,-122.3134035
Medium Risk,Univ Dist,4516 University Way NE,1925,2,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6616347,-122.3127787
Medium Risk,Univ Dist,4520 University Way NE,1950,3,No visible retrofit,Commercial/Office,101+,Google Street View,47.662016,-122.312922
Medium Risk,Univ Dist,4522 Brooklyn Ave NE,1925,4,No visible retrofit,Residential,101+,Google Street View,47.6619574,-122.313931
Medium Risk,Univ Dist,4523 University Way NE,1924,2,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6619686,-122.3133513
Medium Risk,Univ Dist,4525 University Way NE,1914,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6620243,-122.3132141
Medium Risk,Univ Dist,4529 17th Ave NE,1922,3,No visible retrofit,Residential,11-100,Google Street View,47.6621576,-122.3100293
Medium Risk,Univ Dist,4530 University Way NE,1926,2,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6622301,-122.312793
Medium Risk,Univ Dist,4534 University Way NE,1927,2,No visible retrofit,Commercial/Office,101+,Google Street View,47.66235,-122.312779
Medium Risk,Univ Dist,4544 University Way NE,1924,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6625982,-122.3127617
Medium Risk,Univ Dist,4549 18th Ave NE,1926,3,No visible retrofit,Residential,11-100,Google Street View,47.6627404,-122.3086546
High Risk,Univ Dist,4554 12th Ave NE,1938,3,No visible retrofit,Public Assembly,101+,Google Street View,47.6628241,-122.3149206
Medium Risk,Univ Dist,4554 19th Ave NE,1920,3,No visible retrofit,Residential,11-100,Google Street View,47.6627597,-122.306824
Medium Risk,Univ Dist,4555 15th Ave NE,1928,3,No visible retrofit,Residential,11-100,Google Street View,47.6628965,-122.3122997
Medium Risk,Univ Dist,4557 University Way NE,1919,4,No visible retrofit,Commercial/Residential,101+,Google Street View,47.6630827,-122.3135011
Medium Risk,Univ Dist,4710 University Way NE,1923,7,Permitted Retrofit,Commercial/Residential,101+,Google Street View,47.6633764,-122.312603
Medium Risk,Univ Dist,4733 University Way NE,1909,1,Substantial Alteration,Commercial,11-100,Permit Drawing Review,47.664082,-122.3132689
Medium Risk,Univ Dist,4736 University Way NE,1929,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.6641923,-122.312883
High Risk,Univ Dist,4740 17th Ave NE,1920,2,No visible retrofit,Public Assembly,101+,Google Street View,47.6646838,-122.3090825
High Risk,Univ Dist,4743 University Way NE,1930,2,Permitted Retrofit,Public Assembly,101+,Google Street View,47.6643007,-122.3133673
Medium Risk,Univ Dist,4747 University Way NE,1921,1,No visible retrofit,Commercial,11-100,Sandborn Insurance Maps,47.6644378,-122.3133342
High Risk,Univ Dist,4759 15th Ave NE,1927,2,No visible retrofit,Public Assembly,101+,Google Street View,47.6647069,-122.3121694
Medium Risk,Univ Dist,5003 15th Ave NE,1926,4,No visible retrofit,Residential,11-100,Google Street View,47.6650822,-122.3122839
High Risk,Univ Dist,5009 Roosevelt Way NE,1909,1,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,47.6652349,-122.317947
Medium Risk,Univ Dist,5201 University Way NE,1928,1,No visible retrofit,Commercial,101+,Sandborn Insurance Maps,47.6667388,-122.3135115
Critical Risk,Univ Dist,5601 University Way NE,1925,1,Permitted Retrofit,Schools,101+,Google Street View,47.66162,-122.3132927
Medium Risk,Univ Dist,5649 University Way NE,1925,1,No visible retrofit,Commercial,11-100,White Card Permit Records,47.670811,-122.3133039
Medium Risk,Univ Dist,5810 Cowen Pl NE,1928,4,No visible retrofit,Residential,11-100,Permit Drawing Review,47.6713619,-122.3123708
Medium Risk,Univ Dist,6300 Roosevelt Way NE,1930,1,No visible retrofit,Commercial/Residential,11-100,Sandborn Insurance Maps,47.6742741,-122.3170731
Medium Risk,Wallingford,1307 N 46th St,1924,1,No visible retrofit,Commercial,11-100,Google Street View,47.6619772,-122.3416828
Medium Risk,Wallingford,1701 N 45th St,1925,3,Permitted Retrofit,Commercial/Residential,11-100,Permit Drawing Review,47.6611717,-122.3371685
Medium Risk,Wallingford,1723 N 45th St,1926,2,No visible retrofit,Commercial/Residential,101+,Google Street View,47.661233,-122.3364299
Medium Risk,Wallingford,1820 N 45th St,1922,1,Visible retrofit,Commercial,11-100,Google Street View,47.6616047,-122.3354546
Medium Risk,Wallingford,1912 N 45th St,1923,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6616493,-122.334769
Medium Risk,Wallingford,1920 N 45th St,1927,1,No visible retrofit,Commercial,101+,Photos from Previous Surveys,47.6615239,-122.3341517
Medium Risk,Wallingford,2104 N 45th St,1929,1,Substantial Alteration,Commercial,11-100,Google Street View,47.6616055,-122.3333543
High Risk,Wallingford,2115 N 45th St,1920,1,No visible retrofit,Public Assembly,101+,Permit Drawing Review,47.661142,-122.3330474
Medium Risk,Wallingford,4135 Stone Way N,1912,1,No visible retrofit,Commercial,11-100,Google Street View,47.657865,-122.342558
Medium Risk,Wallingford,4136 Meridian Ave N,1924,3,No visible retrofit,Residential,11-100,Google Street View,47.6577882,-122.3334231
Medium Risk,Wallingford,4401 Wallingford Ave N,1924,1,No visible retrofit,Commercial,11-100,Field Visit,47.660438,-122.3363604
Medium Risk,Wallingford,4411 Wallingford Ave N,1938,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,47.6607462,-122.336479
Medium Risk,Wallingford,4512 Stone Way N,1900,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.6618721,-122.3418718
Critical Risk,Wallingford,4649 Sunnyside Ave N,1906,5,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.6640795,-122.331198
Medium Risk,Wallingford,4701 Roosevelt Way NE,1927,1,No visible retrofit,Commercial,101+,Google Street View,47.6633514,-122.3176407
Critical Risk,Wallingford,4811 Wallingford Ave N,1910,3,Permitted Retrofit,Schools,101+,Google Street View,47.6639127,-122.336762
High Risk,Wallingford,5050 8th Ave NE,1910,2,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,47.6664368,-122.3190289
Critical Risk,Wallingford,120 NE 54th St,1913,3,Substantial Alteration,Schools,101+,Google Street View,47.6681195,-122.3266412
Medium Risk,Wallingford,712 NE 45th St,1934,1,No visible retrofit,Public Assembly,11-100,White Card Permit Records,47.6614719,-122.3200307
Critical Risk,Wallingford,4400 Interlake Ave N,1906,3,Substantial Alteration,Schools,101+,Google Street View,47.659951,-122.3398855
Medium Risk,Wallingford,809 NE 45th St,1930,1,No visible retrofit,Commercial,101+,Google Street View,47.6610186,-122.3203117
High Risk,West Seattle Junction/Genesee Hill,4304 SW Dakota St,1930,1,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,47.5667773,-122.3870178
Medium Risk,West Seattle Junction/Genesee Hill,2701 California Ave SW,1930,3,No visible retrofit,Other Mixed Uses,11-100,Field Visit,47.5791882,-122.3868822
Medium Risk,West Seattle Junction/Genesee Hill,3225 California Ave SW,1922,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,47.574774,-122.387148
Medium Risk,West Seattle Junction/Genesee Hill,3401 California Ave SW,1934,1,No visible retrofit,Commercial,11-100,Field Visit,47.573673,-122.387027
Medium Risk,West Seattle Junction/Genesee Hill,4139 42nd Ave SW,1927,3,No visible retrofit,Other Mixed Uses,10-Jan,Field Visit,47.5648099,-122.3858902
Critical Risk,West Seattle Junction/Genesee Hill,4142 42nd Ave SW,1922,2,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.5654203,-122.3852579
Medium Risk,West Seattle Junction/Genesee Hill,4210 SW Edmunds St,1910,1,No visible retrofit,Commercial,11-100,Field Visit,47.55947,-122.3863107
Medium Risk,West Seattle Junction/Genesee Hill,4400 California Ave SW,1910,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,35.3691632,-119.0513154
Medium Risk,West Seattle Junction/Genesee Hill,4410 California Ave SW,1910,1,No visible retrofit,Commercial,10-Jan,Permit Drawing Review,47.5643689,-122.386571
Medium Risk,West Seattle Junction/Genesee Hill,4415 Fauntleroy Way SW,1924,1,No visible retrofit,Commercial,101+,Field Visit,47.5643375,-122.3776703
Medium Risk,West Seattle Junction/Genesee Hill,4427 California Ave SW,1920,1,No visible retrofit,Industrial,10-Jan,Photos from Previous Surveys,47.5636119,-122.3870847
Medium Risk,West Seattle Junction/Genesee Hill,4480 Fauntleroy Way SW,1946,1,Visible retrofit,Commercial,11-100,Permit Drawing Review,47.563412,-122.378203
Medium Risk,West Seattle Junction/Genesee Hill,4508 California Ave SW,1924,1,No visible retrofit,Commercial,11-100,Field Visit,47.5625596,-122.3865871
Medium Risk,West Seattle Junction/Genesee Hill,4528 California Ave SW,1928,2,No visible retrofit,Commercial,11-100,Field Visit,47.5619145,-122.3864958
Medium Risk,West Seattle Junction/Genesee Hill,4535 California Ave SW,1924,1,No visible retrofit,Commercial,11-100,Field Visit,47.5618814,-122.3871826
Medium Risk,West Seattle Junction/Genesee Hill,4540 California Ave SW,1929,2,No visible retrofit,Commercial,11-100,Field Visit,35.3674647,-119.0532587
Medium Risk,West Seattle Junction/Genesee Hill,4554 California Ave SW,1929,2,No visible retrofit,Commercial/Office,11-100,White Card Permit Records,47.5613351,-122.3866057
Medium Risk,West Seattle Junction/Genesee Hill,4720 California Ave SW,1932,2,No visible retrofit,Commercial,11-100,Field Visit,47.56039,-122.3864251
Medium Risk,West Seattle Junction/Genesee Hill,4721 California Ave SW,1924,1,No visible retrofit,Commercial,101+,Field Visit,47.5604317,-122.3869893
Critical Risk,West Seattle Junction/Genesee Hill,3000 California Ave SW,1920,2,Substantial Alteration,Schools,101+,Field Visit,47.5765754,-122.3845971
Medium Risk,Whittier Heights,1138 NW 63rd St,1942,2,No visible retrofit,Industrial,10-Jan,Google Street View,35.5359528,-97.5316974
High Risk,Whittier Heights,2006 NW 65th St,1928,2,No visible retrofit,Public Assembly,101+,Google Street View,47.6761266,-122.3825771
Critical Risk,Whittier Heights,6510 23rd Ave NW,1929,3,No visible retrofit,Schools,101+,Google Street View,36.778261,-119.4179324
Medium Risk,Whittier Heights,6757 8th Ave NW,1950,1,No visible retrofit,Commercial,11-100,Google Street View,47.6794427,-122.3662723
Medium Risk,Whittier Heights,7000 15th Ave NW,1927,1,No visible retrofit,Commercial/Office,11-100,Field Visit,47.6796099,-122.3764605
Medium Risk,Whittier Heights,7013 15th Ave NW,1935,1,No visible retrofit,Commercial,11-100,Field Visit,47.679968,-122.3769921
Critical Risk,Whittier Heights,1810 NW 65th St,1930,3,Permitted Retrofit,Schools,101+,Google Street View,47.6765526,-122.3804807
